/tmp/tmp.NNqRKEiWiP/cmake-build-debug-remote-host/sim/dmc_sim -c /tmp/tmp.NNqRKEiWiP/sim/631_test/dmc_sim_r_test.conf
[global]
server_groups = 1
client_groups = 3
server_random_selection = 1
server_soft_limit = 1
anticipation_timeout = 0.000

[client.0]
client_count = 1
client_wait = 0
client_total_ops = 600000
client_server_select_range = 10
client_iops_goal = 7000
client_outstanding_ops = 500
client_reservation = 3000.0
client_limit = 0.0
client_weight = 0.0

[client.1]
client_count = 1
client_wait = 0
client_total_ops = 600000
client_server_select_range = 10
client_iops_goal = 2000
client_outstanding_ops = 100
client_reservation = 1200.0
client_limit = 0.0
client_weight = 0.0

[client.2]
client_count = 1
client_wait = 0
client_total_ops = 600000
client_server_select_range = 20
client_iops_goal = 3000
client_outstanding_ops = 5
client_reservation = 500.0
client_limit = 0.0
client_weight = 0.0

[server.0]
server_count = 1
server_iops = 8000
server_threads = 1

simulation started
simulation completed in 415746 millisecs
       t_88:    0.00 1777.00 2553.00 4330.00
       t_89:    0.00 1778.00 2556.00 4334.00
       t_90:    0.00 1778.00 2556.00 4334.00
       t_91:    0.00 1778.00 2558.00 4336.00
       t_92:  771.50 1510.00 2171.00 4452.50
       t_93: 5119.00    0.00    0.00 5119.00
       t_94: 4924.50    0.50    0.00 4925.00
       t_95: 5028.00    0.00    0.00 5028.00
       t_96: 4218.50  795.50    0.00 5014.00
       t_97: 3642.50 1457.00    0.00 5099.50
       t_98: 3651.00 1460.50    0.00 5111.50
       t_99: 2645.00 1591.00  656.50 4892.50
      t_100:    0.00 1778.00 2556.00 4334.00
      t_101:    0.00 1777.50 2552.00 4329.50
      t_102:    0.00 1778.00 2552.00 4330.00
      t_103:    0.00 1778.00 2556.00 4334.00
      t_104:    0.00 1770.50 2550.00 4320.50
      t_105: 1740.50 1170.00 1680.50 4591.00
      t_106: 5067.50    0.00    0.00 5067.50
      t_107: 5037.50    0.00    0.00 5037.50
      t_108: 4932.00    0.00    0.00 4932.00
      t_109: 3982.50 1090.50    0.00 5073.00
      t_110: 3615.00 1446.00    0.00 5061.00
      t_111: 3619.00 1447.50    0.00 5066.50
      t_112: 2006.00 1642.00 1096.00 4744.00
      t_113:    0.00 1777.00 2559.50 4336.50
      t_114:    0.00 1778.00 2556.00 4334.00
      t_115:    0.00 1777.50 2556.50 4334.00
      t_116:    0.00 1778.50 2539.50 4318.00
      t_117:    0.00 1778.00 2558.00 4336.00
      t_118: 2518.00  864.00 1243.00 4625.00
      t_119: 4966.00    0.00    0.00 4966.00
      t_120: 5045.50    0.00    0.00 5045.50
      t_121: 5056.00    0.00    0.00 5056.00
      t_122: 3745.50 1334.00    0.00 5079.50
      t_123: 3625.50 1450.50    0.00 5076.00
      t_124: 3626.00 1450.00    0.00 5076.00
      t_125: 1417.00 1696.50 1513.00 4626.50
      t_126:    0.00 1777.50 2555.50 4333.00
      t_127:    0.00 1778.00 2556.00 4334.00
      t_128:    0.00 1778.00 2551.00 4329.00
      t_129:    0.00 1777.00 2547.50 4324.50
      t_130:    0.00 1778.00 2556.50 4334.50
      t_131:    0.00 1778.00 2555.50 4333.50
      t_132:    0.00 1778.00 2555.50 4333.50
      t_133:    0.00 1778.00 2556.50 4334.50
      t_134:    0.00 1779.00 2550.50 4329.50
      t_135:    0.00 1777.00 2552.00 4329.00
      t_136:    0.00 1778.00 2553.50 4331.50
      t_137:    0.00 1778.00 2556.00 4334.00
      t_138:    0.00 1778.00 2554.50 4332.50
      t_139:    0.00 1777.50 2556.00 4333.50
      t_140:    0.00 1778.00 2555.50 4333.50
      t_141:    0.00 1777.50 2556.00 4333.50
      t_142:    0.00 1778.00 2552.50 4330.50
      t_143:    0.00 1777.50 2556.50 4334.00
      t_144:    0.00 1778.00 2555.00 4333.00
      t_145:    0.00 1777.50 2555.50 4333.00
      t_146:    0.00 1778.50 2555.50 4334.00
      t_147:    0.00 1778.50 2557.50 4336.00
      t_148:    0.00 1779.00 2549.50 4328.50
      t_149:    0.00 1778.00 2556.00 4334.00
      t_150:    0.00 1778.00 2554.00 4332.00
      t_151:    0.00 1777.50 2554.50 4332.00
      t_152:    0.00 1778.00 2557.00 4335.00
      t_153:    0.00 1777.50 2555.50 4333.00
      t_154:    0.00 1777.50 2555.50 4333.00
      t_155:    0.00 1778.00 2555.50 4333.50
      t_156:    0.00 1778.00 2556.00 4334.00
      t_157:    0.00 1777.50 2556.50 4334.00
      t_158:    0.00 1777.50 2555.50 4333.00
      t_159:    0.00 1777.50 2555.50 4333.00
      t_160:    0.00 1778.50 2552.50 4331.00
      t_161:    0.00 1777.50 2557.00 4334.50
      t_162:    0.00 1778.00 2555.00 4333.00
      t_163:    0.00 1777.50 2555.00 4332.50
      t_164:    0.00 1774.00 2553.00 4327.00
      t_165:    0.00 1778.50 2555.00 4333.50
      t_166:    0.00 1778.50 2556.00 4334.50
      t_167:    0.00 1778.00 2555.50 4333.50
      t_168:    0.00 1777.50 2555.50 4333.00
      t_169:    0.00 1778.00 2555.50 4333.50
      t_170:    0.00 1777.50 2555.00 4332.50
      t_171:    0.00 1777.50 2555.50 4333.00
      t_172:    0.00 1778.00 2555.50 4333.50
      t_173:    0.00 1778.00 2557.00 4335.00
      t_174:    0.00 1778.00 2543.50 4321.50
      t_175:    0.00 1777.50 2559.50 4337.00
      t_176:    0.00 1777.50 2555.00 4332.50
      t_177:    0.00 1778.00 2556.00 4334.00
      t_178:    0.00 1777.50 2555.50 4333.00
      t_179:    0.00 1777.50 2555.00 4332.50
      t_180:    0.00 1777.50 2555.50 4333.00
      t_181:    0.00 1778.00 2555.00 4333.00
      t_182:    0.00 1777.50 2555.50 4333.00
      t_183:    0.00 1778.00 2556.50 4334.50
      t_184:    0.00 1778.00 2556.00 4334.00
      t_185:    0.00 1777.50 2555.50 4333.00
      t_186:    0.00 1770.00 2555.00 4325.00
      t_187:    0.00 1778.50 2557.00 4335.50
      t_188:    0.00 1778.00 2557.00 4335.00
      t_189:    0.00 1778.50  885.50 2664.00
      t_190:    0.00 1779.50    0.00 1779.50
      t_191:    0.00 1779.50    0.00 1779.50
      t_192:    0.00 1779.00    0.00 1779.00
      t_193:    0.00 1779.00    0.00 1779.00
      t_194:    0.00 1779.00    0.00 1779.00
      t_195:    0.00 1779.00    0.00 1779.00
      t_196:    0.00 1779.50    0.00 1779.50
      t_197:    0.00 1779.00    0.00 1779.00
      t_198:    0.00 1778.00    0.00 1778.00
      t_199:    0.00 1779.00    0.00 1779.00
      t_200:    0.00 1778.00    0.00 1778.00
      t_201:    0.00 1778.50    0.00 1778.50
      t_202:    0.00 1778.50    0.00 1778.50
      t_203:    0.00 1780.00    0.00 1780.00
      t_204:    0.00 1779.50    0.00 1779.50
      t_205:    0.00 1779.50    0.00 1779.50
      t_206:    0.00 1778.00    0.00 1778.00
      t_207:    0.00  663.00    0.00  663.00
      t_208:    0.00    0.00    0.00    0.00
    res_ops:  600000  600000  600000 1800000
   prop_ops:       0       0       0       0
total time to track responses: 2513703833 nanoseconds;
    count: 1800000;
    average: 1396.50 nanoseconds per request/response
total time to get request parameters: 2838477515 nanoseconds;
    count: 1800000;
    average: 1576.93 nanoseconds per request/response

client timing for QOS algorithm: 2973.43 nanoseconds per request/response
client 0's 95th latency: 1606, 22414, 23520
client 0's 99th latency: 1963, 35322, 36644
client 0's max latency: 123817, 713753, 715395
client 0's average latency: 1106, 30744573453416, 30744573454522

client 1's 95th latency: 3645, 26648, 28582
client 1's 99th latency: 3886, 40883, 43650
client 1's max latency: 73591, 565694, 567041
client 1's average latency: 1692, 30744573455861, 1371

client 2's 95th latency: 3496, 34733, 37155
client 2's 99th latency: 3746, 44866, 48130
client 2's max latency: 73124, 507074, 511068
client 2's average latency: 1390, 134, 1524


==== Server Data ====
     server:       0   total
    res_ops: 1800000 1800000
   prop_ops:       0       0

 k-way heap: 2

total time to add requests: 32631579569 nanoseconds;
    count: 1800000;
    average: 18128.66 nanoseconds per request/response
total time to note requests complete: 6065019260 nanoseconds;
    count: 1800000;
    average: 3369.46 nanoseconds per request/response

server timing for QOS algorithm: 21498.11 nanoseconds per request/response

Process finished with exit code 0
