/tmp/tmp.NzemDORxBq/cmake-build-debug-remote-host/sim/dmc_sim -c /tmp/tmp.NzemDORxBq/sim/631_test-03/dmc_sim_test.conf
[global]
server_groups = 1
client_groups = 3
server_random_selection = 1
server_soft_limit = 1
anticipation_timeout = 0.000
system_capacity = 5000.000
mclock_win_size = 10.000

[client.0]
client_count = 1
client_wait = 0
client_total_ops = 600000
client_server_select_range = 10
client_iops_goal = 7000
client_outstanding_ops = 500
client_reservation = 0.0
client_limit = 5000.0
client_weight = 6.0
client_type = 1

[client.1]
client_count = 1
client_wait = 0
client_total_ops = 600000
client_server_select_range = 10
client_iops_goal = 2000
client_outstanding_ops = 100
client_reservation = 1200.0
client_limit = 0.0
client_weight = 3.0
client_type = 0

[client.2]
client_count = 1
client_wait = 0
client_total_ops = 600000
client_server_select_range = 20
client_iops_goal = 3000
client_outstanding_ops = 5
client_reservation = 0.0
client_limit = 0.0
client_weight = 1.0
client_type = 2

[server.0]
server_count = 1
server_iops = 8000
server_threads = 1

simulation started
simulation completed in 392197 millisecs
       t_85:    0.00 1777.50 2556.00 4333.50
       t_86:    0.00 1778.50 2556.00 4334.50
       t_87:  825.00 1652.50 2002.50 4480.00
       t_88: 3827.00 1200.00    0.00 5027.00
       t_89: 3844.00 1200.00    0.00 5044.00
       t_90: 3845.00 1200.50    0.00 5045.50
       t_91: 3852.00 1200.00    0.00 5052.00
       t_92: 3823.50 1200.00    0.00 5023.50
       t_93: 3530.50 1305.00  195.50 5031.00
       t_94:  638.00 1791.50 2543.50 4973.00
       t_95: 3846.50 1200.50    3.50 5050.50
       t_96: 1968.50 1529.50 1190.50 4688.50
       t_97:    0.00 1778.50 2556.00 4334.50
       t_98:    0.00 1777.50 2560.00 4337.50
       t_99:    0.00 1778.00 2559.00 4337.00
      t_100:    0.00 1778.00 2555.00 4333.00
      t_101:    0.00 1776.00 2566.50 4342.50
      t_102: 2113.50 1459.50 1160.50 4733.50
      t_103: 3848.00 1200.00    0.00 5048.00
      t_104: 3848.50 1200.00    0.00 5048.50
      t_105: 3852.00 1200.00    0.00 5052.00
      t_106: 3857.00 1200.50    0.00 5057.50
      t_107: 3854.50 1199.50    0.00 5054.00
      t_108: 3500.00 1315.50  239.50 5055.00
      t_109:  618.50 1797.50 2542.50 4958.50
      t_110: 3841.00 1200.50    3.50 5045.00
      t_111:  667.00 1727.50 2066.50 4461.00
      t_112:    0.00 1778.00 2556.50 4334.50
      t_113:    0.00 1778.00 2558.00 4336.00
      t_114:    0.00 1778.00 2542.50 4320.50
      t_115:    0.00 1778.00 2556.50 4334.50
      t_116:    0.00 1778.50 2557.50 4336.00
      t_117: 3450.50 1263.00  277.00 4990.50
      t_118: 3887.50 1200.00    0.00 5087.50
      t_119: 3883.50 1200.00    0.00 5083.50
      t_120: 3880.00 1200.00    0.00 5080.00
      t_121: 3886.00 1200.00    0.00 5086.00
      t_122: 3891.00 1200.50    0.00 5091.50
      t_123: 3425.00 1331.00  309.00 5065.00
      t_124:  626.00 1795.00 2542.00 4963.00
      t_125: 3070.50 1370.00  487.50 4928.00
      t_126:    0.00 1778.00 2553.50 4331.50
      t_127:    0.00 1779.00 2554.00 4333.00
      t_128:    0.00 1777.00 2556.00 4333.00
      t_129:    0.00 1776.00 2558.50 4334.50
      t_130:    0.00 1778.00 2556.00 4334.00
      t_131: 1040.00 1620.50 1861.00 4521.50
      t_132: 3851.00 1200.50    0.00 5051.50
      t_133: 3842.00 1200.00    0.00 5042.00
      t_134: 3826.00 1200.00    0.00 5026.00
      t_135: 3831.00 1200.00    0.00 5031.00
      t_136: 3855.00 1200.00    0.00 5055.00
      t_137: 3826.00 1200.00    0.00 5026.00
      t_138: 3539.00 1302.50  182.50 5024.00
      t_139:  637.50 1798.00 2540.00 4975.50
      t_140: 1752.00 1564.50 1348.00 4664.50
      t_141:    0.00 1778.00 2557.00 4335.00
      t_142:    0.00 1778.00 2555.00 4333.00
      t_143:    0.00 1778.00 2555.50 4333.50
      t_144:    0.00 1777.50 2562.50 4340.00
      t_145:    0.00 1778.50 2556.00 4334.50
      t_146:    0.00 1778.00 2555.50 4333.50
      t_147:    0.00 1778.00 2556.50 4334.50
      t_148:    0.00 1777.50 2556.00 4333.50
      t_149:    0.00 1777.50 2556.00 4333.50
      t_150:    0.00 1776.50 2555.50 4332.00
      t_151:    0.00 1777.00 2558.50 4335.50
      t_152:    0.00 1776.50 2559.50 4336.00
      t_153:    0.00 1777.50 2552.50 4330.00
      t_154:    0.00 1779.50 2555.50 4335.00
      t_155:    0.00 1777.50 2557.50 4335.00
      t_156:    0.00 1776.50 2549.50 4326.00
      t_157:    0.00 1778.00 2556.50 4334.50
      t_158:    0.00 1778.50 2556.50 4335.00
      t_159:    0.00 1779.50 2558.50 4338.00
      t_160:    0.00 1778.00 2557.00 4335.00
      t_161:    0.00 1778.00 2556.50 4334.50
      t_162:    0.00 1777.50 2557.50 4335.00
      t_163:    0.00 1777.00 2557.00 4334.00
      t_164:    0.00 1777.50 2555.00 4332.50
      t_165:    0.00 1778.50 2554.50 4333.00
      t_166:    0.00 1777.50 2555.50 4333.00
      t_167:    0.00 1777.50 2556.50 4334.00
      t_168:    0.00 1778.00 2558.00 4336.00
      t_169:    0.00 1778.00 2555.00 4333.00
      t_170:    0.00 1777.50 2555.50 4333.00
      t_171:    0.00 1766.50 2556.00 4322.50
      t_172:    0.00 1778.00 2556.00 4334.00
      t_173:    0.00 1777.50 2556.00 4333.50
      t_174:    0.00 1778.00 2556.50 4334.50
      t_175:    0.00 1777.50 2557.00 4334.50
      t_176:    0.00 1778.00 2555.50 4333.50
      t_177:    0.00 1778.00 2556.00 4334.00
      t_178:    0.00 1777.50 2555.50 4333.00
      t_179:    0.00 1777.50 2557.50 4335.00
      t_180:    0.00 1777.50 2536.50 4314.00
      t_181:    0.00 1778.00 2554.50 4332.50
      t_182:    0.00 1778.00 2555.50 4333.50
      t_183:    0.00 1778.00 2555.50 4333.50
      t_184:    0.00 1778.50 2556.00 4334.50
      t_185:    0.00 1779.00 2558.50 4337.50
      t_186:    0.00 1778.00 2555.50 4333.50
      t_187:    0.00 1777.50 2554.50 4332.00
      t_188:    0.00 1779.00 2557.50 4336.50
      t_189:    0.00 1778.50 2557.00 4335.50
      t_190:    0.00 1777.50 2556.50 4334.00
      t_191:    0.00 1777.50 2557.00 4334.50
      t_192:    0.00 1387.50 2550.50 3938.00
      t_193:    0.00    0.00 2532.50 2532.50
      t_194:    0.00    0.00 2533.00 2533.00
      t_195:    0.00    0.00 1513.50 1513.50
      t_196:    0.00    0.00    0.00    0.00
    res_ops:       0  391662       0  391662
   prop_ops:  600000  208338  600000 1408338
total time to track responses: 2942210059 nanoseconds;
    count: 1800000;
    average: 1634.56 nanoseconds per request/response
total time to get request parameters: 2862473646 nanoseconds;
    count: 1800000;
    average: 1590.26 nanoseconds per request/response

client timing for QOS algorithm: 3224.82 nanoseconds per request/response
client 0's 95th latency: 1826, 19516, 21031
client 0's 99th latency: 3689, 34209, 35751
client 0's max latency: 108163, 369743, 370938
client 0's average latency: 1374, 3259, 30744573453658

client 1's 95th latency: 3713, 26260, 28502
client 1's 99th latency: 3939, 40602, 43716
client 1's max latency: 173418, 553624, 557238
client 1's average latency: 2232, 30744573454355, 405

client 2's 95th latency: 1808, 23790, 25269
client 2's 99th latency: 3724, 38944, 41020
client 2's max latency: 68750, 155407, 156690
client 2's average latency: 1296, 2675, 30744573452996


==== Server Data ====
     server:       0   total
    res_ops:  391662  391662
   prop_ops: 1408338 1408338

 k-way heap: 2

total time to add requests: 28894162359 nanoseconds;
    count: 1800000;
    average: 16052.31 nanoseconds per request/response
total time to note requests complete: 5957542787 nanoseconds;
    count: 1800000;
    average: 3309.75 nanoseconds per request/response

server timing for QOS algorithm: 19362.06 nanoseconds per request/response

Process finished with exit code 0
