/tmp/tmp.NzemDORxBq/cmake-build-debug-remote-host/sim/dmc_sim -c /tmp/tmp.NzemDORxBq/sim/631_test/dmc_sim_test_swap01.conf
[global]
server_groups = 1
client_groups = 3
server_random_selection = 1
server_soft_limit = 1
anticipation_timeout = 0.000
system_capacity = 5000.000
mclock_win_size = 20.000

[client.0]
client_count = 1
client_wait = 0
client_total_ops = 300000
client_server_select_range = 10
client_iops_goal = 7000
client_outstanding_ops = 500
client_reservation = 0.0
client_limit = 5000.0
client_weight = 6.0
client_type = 0

[client.1]
client_count = 1
client_wait = 0
client_total_ops = 300000
client_server_select_range = 10
client_iops_goal = 2000
client_outstanding_ops = 100
client_reservation = 0.0
client_limit = 1200.0
client_weight = 3.0
client_type = 1

[client.2]
client_count = 1
client_wait = 0
client_total_ops = 300000
client_server_select_range = 20
client_iops_goal = 3000
client_outstanding_ops = 5
client_reservation = 0.0
client_limit = 0.0
client_weight = 1.0
client_type = 2

[server.0]
server_count = 1
server_iops = 8000
server_threads = 1

simulation started
simulation completed in 213697 millisecs
       t_86:    0.00 1778.50 2558.00 4336.50
       t_87:    0.00 1777.50 2555.50 4333.00
       t_88:    0.00 1511.00 2547.50 4058.50
       t_89:    0.00 1778.50 2555.50 4334.00
       t_90:    0.00 1778.00 2557.00 4335.00
       t_91:    0.00 1511.00 2552.00 4063.00
       t_92:    0.00 1778.50 2558.50 4337.00
       t_93:    0.00 1778.50 2558.00 4336.50
       t_94:    0.00 1512.00 2550.50 4062.50
       t_95:    0.00 1770.00 2554.50 4324.50
       t_96:    0.00 1778.50   27.50 1806.00
       t_97:    0.00 1511.50    0.00 1511.50
       t_98:    0.00 1777.50    0.00 1777.50
       t_99:    0.00 1778.50    0.00 1778.50
      t_100:    0.00 1511.50    0.00 1511.50
      t_101:    0.00 1778.00    0.00 1778.00
      t_102:    0.00 1780.00    0.00 1780.00
      t_103:    0.00 1511.50    0.00 1511.50
      t_104:    0.00 1779.00    0.00 1779.00
      t_105:    0.00 1778.50    0.00 1778.50
      t_106:    0.00  618.00    0.00  618.00
      t_107:    0.00    0.00    0.00    0.00
    res_ops:       0       0       0       0
   prop_ops:  300000  300000  300000  900000
total time to track responses: 1288477229 nanoseconds;
    count: 900000;
    average: 1431.64 nanoseconds per request/response
total time to get request parameters: 1327543870 nanoseconds;
    count: 900000;
    average: 1475.05 nanoseconds per request/response

client timing for QOS algorithm: 2906.69 nanoseconds per request/response
client 0's 95th latency: 1383, 1755, 3010
client 0's 99th latency: 1879, 1839, 3470
client 0's max latency: 52765, 114323, 117604
client 0's average latency: 1133, 1438, 2572

client 1's 95th latency: 3773, 1770, 5275
client 1's 99th latency: 3870, 2107, 5822
client 1's max latency: 63211, 944585, 948331
client 1's average latency: 1855, 1403, 3259

client 2's 95th latency: 1935, 2023, 3743
client 2's 99th latency: 3635, 2225, 5392
client 2's max latency: 48027, 489630, 493152
client 2's average latency: 1305, 1582, 2888

==== Server Data ====
     server:       0   total
    res_ops:       0       0
   prop_ops:  900000  900000

 k-way heap: 2

total time to add requests: 15881685444 nanoseconds;
    count: 900000;
    average: 17646.32 nanoseconds per request/response
total time to note requests complete: 3247776841 nanoseconds;
    count: 900000;
    average: 3608.64 nanoseconds per request/response

server timing for QOS algorithm: 21254.96 nanoseconds per request/response

Process finished with exit code 0
