/tmp/tmp.NzemDORxBq/cmake-build-debug-remote-host/sim/dmc_sim -c /tmp/tmp.NzemDORxBq/sim/131_test/dmc_sim_test.conf
[global]
server_groups = 1
client_groups = 3
server_random_selection = 1
server_soft_limit = 1
anticipation_timeout = 0.000
system_capacity = 5000.000
mclock_win_size = 20.000

[client.0]
client_count = 1
client_wait = 0
client_total_ops = 600000
client_server_select_range = 10
client_iops_goal = 7000
client_outstanding_ops = 500
client_reservation = 0.0
client_limit = 3000.0
client_weight = 1.0
client_type = 1

[client.1]
client_count = 1
client_wait = 0
client_total_ops = 1000000
client_server_select_range = 10
client_iops_goal = 5000
client_outstanding_ops = 100
client_reservation = 2000.0
client_limit = 0.0
client_weight = 2.0
client_type = 0

[client.2]
client_count = 1
client_wait = 0
client_total_ops = 600000
client_server_select_range = 20
client_iops_goal = 3000
client_outstanding_ops = 5
client_reservation = 0.0
client_limit = 0.0
client_weight = 1.0
client_type = 2

[server.0]
server_count = 1
server_iops = 8000
server_threads = 1

simulation started
simulation completed in 453278 millisecs
       t_86:    0.00 2781.00 2225.50 5006.50
       t_87:    0.00 2455.00 2546.00 5001.00
       t_88:    0.00 2475.50 2532.50 5008.00
       t_89:    0.00 2461.50 2542.50 5004.00
       t_90: 3056.50 2000.00    2.50 5059.00
       t_91: 3068.00 2000.00    0.00 5068.00
       t_92: 2034.00 2713.50  293.00 5040.50
       t_93:    0.00 3990.00 1021.00 5011.00
       t_94:    0.00 3669.00 1345.00 5014.00
       t_95:    0.00 2464.00 2540.00 5004.00
       t_96:    0.00 2479.00 2535.50 5014.50
       t_97:    0.00 2463.00 2543.50 5006.50
       t_98: 1255.50 2272.50 1484.50 5012.50
       t_99: 3000.50 2000.00   36.50 5037.00
      t_100: 3000.00 2020.00    0.00 5020.00
      t_101: 3000.00 2051.50    0.00 5051.50
      t_102: 3000.00 2073.00    0.00 5073.00
      t_103: 3000.50 2084.00    0.00 5084.50
      t_104:  501.50 3712.00  781.00 4994.50
      t_105:    0.00 3994.50 1017.00 5011.50
      t_106:    0.00 2721.00 2283.50 5004.50
      t_107:    0.00 2460.00 2543.50 5003.50
      t_108:    0.00 2456.00 2546.50 5002.50
      t_109:    0.00 2462.00 2544.00 5006.00
      t_110: 3056.50 2000.50    1.50 5058.50
      t_111: 3059.50 2000.50    0.00 5060.00
      t_112: 3037.00 2000.00    0.00 5037.00
      t_113: 3013.00 2000.00    0.00 5013.00
      t_114:  334.00 3827.00  849.00 5010.00
      t_115:    0.00 3984.00 1029.50 5013.50
      t_116:    0.00 2845.00 2162.00 5007.00
      t_117:    0.00 2469.00 2525.00 4994.00
      t_118:    0.00 2461.00 2539.00 5000.00
      t_119:    0.00 2461.50 2538.50 5000.00
      t_120:  742.00 3549.00  704.50 4995.50
      t_121:    0.00 3997.50 1002.50 5000.00
      t_122:    0.00 2990.00 2011.50 5001.50
      t_123:    0.00 2461.00 2540.00 5001.00
      t_124:    0.00 2458.50 2541.50 5000.00
      t_125:    0.00 2457.50 2545.00 5002.50
      t_126: 2507.00 2077.50  434.00 5018.50
      t_127: 3000.00 2000.00    0.50 5000.50
      t_128: 2976.50 2000.50    0.00 4977.00
      t_129: 2979.00 2000.00    0.00 4979.00
      t_130: 2984.50 2000.00    0.00 4984.50
      t_131: 2999.00 2000.50    0.00 4999.50
      t_132: 3059.50 2000.00    0.00 5059.50
      t_133: 3003.50 2060.00    0.00 5063.50
      t_134:  456.00 3749.50  813.50 5019.00
      t_135:    0.00 3997.50 1012.50 5010.00
      t_136:    0.00 2852.50 2162.00 5014.50
      t_137:    0.00 2460.50 2540.00 5000.50
      t_138:    0.00 2380.00 2547.50 4927.50
      t_139:    0.00 2359.50 2548.50 4908.00
      t_140: 2981.00 2000.00    2.50 4983.50
      t_141: 2979.00 2000.50    0.00 4979.50
      t_142:   75.00 3976.50  919.50 4971.00
      t_143:    0.00 3957.50 1065.50 5023.00
      t_144:    0.00 2760.50 2246.00 5006.50
      t_145:    0.00 2458.00 2543.00 5001.00
      t_146:    0.00 2458.50 2542.50 5001.00
      t_147:  184.50 2442.00 2386.00 5012.50
      t_148: 2999.50 2000.50   76.00 5076.00
      t_149: 3000.00 2000.00   74.50 5074.50
      t_150: 3000.50 2073.50    0.00 5074.00
      t_151: 3000.50 2076.50    0.00 5077.00
      t_152: 3000.00 2072.50    0.00 5072.50
      t_153: 3000.00 2066.00    0.00 5066.00
      t_154:  502.00 3718.50  792.00 5012.50
      t_155:    0.00 3995.50  998.50 4994.00
      t_156:    0.00 2621.50 2377.50 4999.00
      t_157:    0.00 2466.50 2543.00 5009.50
      t_158:    0.00 2462.50 2543.50 5006.00
      t_159:    0.00 2466.00 2542.50 5008.50
      t_160: 3063.00 2000.50    2.50 5066.00
      t_161: 3062.50 2000.00    0.00 5062.50
      t_162: 3057.50 2000.00    0.00 5057.50
      t_163: 2130.00 2653.00  265.00 5048.00
      t_164:    0.00 3965.50 1056.50 5022.00
      t_165:    0.00 3749.50 1272.50 5022.00
      t_166:    0.00 2397.50 2550.00 4947.50
      t_167:    0.00 2416.50 2545.50 4962.00
      t_168:    0.00 2461.50 2542.50 5004.00
      t_169: 1166.50 2287.50 1579.50 5033.50
      t_170: 3000.00 2077.00    0.50 5077.50
      t_171: 3000.00 2070.50    0.00 5070.50
      t_172: 3000.00 2036.50    0.00 5036.50
      t_173: 2999.50 2007.50    0.00 5007.00
      t_174:  503.50 3696.00  778.50 4978.00
      t_175:    0.00 3977.50  994.00 4971.50
      t_176:    0.00 2699.00 2247.50 4946.50
      t_177:    0.00 2455.00 2543.50 4998.50
      t_178:    0.00 2464.00 2544.00 5008.00
      t_179:    0.00 2458.50 2542.00 5000.50
      t_180: 3067.50 2000.00    3.50 5071.00
      t_181: 3064.00 2000.00    0.00 5064.00
      t_182: 3070.00 2000.00    0.00 5070.00
      t_183: 3021.50 2000.50    0.00 5022.00
      t_184:  277.00 3849.50  880.00 5006.50
      t_185:    0.00 3966.50 1051.00 5017.50
      t_186:    0.00 2838.00 2168.00 5006.00
      t_187:    0.00 2458.50 2541.50 5000.00
      t_188:    0.00 2465.00 2540.50 5005.50
      t_189:    0.00 2460.00 2542.00 5002.00
      t_190: 3026.50 2000.50    3.00 5030.00
      t_191:  804.00  315.50 1970.00 3089.50
      t_192:    0.00    0.00 2526.50 2526.50
      t_193:    0.00    0.00 2526.50 2526.50
      t_194:    0.00    0.00 2531.00 2531.00
      t_195:    0.00    0.00 2533.00 2533.00
      t_196:    0.00    0.00 2530.50 2530.50
      t_197: 2483.00    0.00 2074.00 4557.00
      t_198: 3000.50    0.00 2013.00 5013.50
      t_199: 3000.00    0.00 2043.00 5043.00
      t_200: 3000.00    0.00 2052.00 5052.00
      t_201: 3000.50    0.00 2051.50 5052.00
      t_202: 3000.00    0.00 2088.00 5088.00
      t_203: 3000.50    0.00 2085.00 5085.50
      t_204: 2540.50    0.00 2471.50 5012.00
      t_205: 2446.00    0.00 2546.50 4992.50
      t_206: 2451.00    0.00 2546.50 4997.50
      t_207: 2078.00    0.00 2542.00 4620.00
      t_208:    0.00    0.00 2533.00 2533.00
      t_209:    0.00    0.00 2517.50 2517.50
      t_210:    0.00    0.00 2532.50 2532.50
      t_211:    0.00    0.00 2530.00 2530.00
      t_212:    0.00    0.00 2530.00 2530.00
      t_213:  762.00    0.00 2405.00 3167.00
      t_214: 3000.00    0.00 2032.50 5032.50
      t_215: 3000.50    0.00 2034.00 5034.50
      t_216: 3000.00    0.00 2061.50 5061.50
      t_217: 2952.00    0.00 2109.50 5061.50
      t_218: 2454.50    0.00 2544.50 4999.00
      t_219: 2460.00    0.00 2540.00 5000.00
      t_220: 3248.50    0.00 1782.00 5030.50
      t_221: 3000.00    0.00 2020.00 5020.00
      t_222: 3000.00    0.00 2012.50 5012.50
      t_223: 3000.50    0.00 2016.50 5017.00
      t_224:  121.50    0.00 2509.00 2630.50
      t_225:    0.00    0.00 2533.50 2533.50
      t_226:    0.00    0.00  351.50  351.50
      t_227:    0.00    0.00    0.00    0.00
    res_ops:       0  738493       0  738493
   prop_ops:  600000  261507  600000 1461507
total time to track responses: 3334637081 nanoseconds;
    count: 2200000;
    average: 1515.74 nanoseconds per request/response
total time to get request parameters: 3367587848 nanoseconds;
    count: 2200000;
    average: 1530.72 nanoseconds per request/response

client timing for QOS algorithm: 3046.47 nanoseconds per request/response
client 0's 95th latency: 1773, 20260, 21625
client 0's 99th latency: 2507, 33450, 34868
client 0's max latency: 60820, 624507, 625841
client 0's average latency: 1293, 30744573452738, 30744573454031

client 1's 95th latency: 3777, 24318, 26051
client 1's 99th latency: 3987, 37183, 38985
client 1's max latency: 393957, 914716, 916514
client 1's average latency: 1679, 568, 18446744071662

client 2's 95th latency: 3553, 31693, 33695
client 2's 99th latency: 3638, 41814, 43755
client 2's max latency: 64907, 942784, 943722
client 2's average latency: 1464, 1709, 3174


==== Server Data ====
     server:       0   total
    res_ops:  738493  738493
   prop_ops: 1461507 1461507

 k-way heap: 2

total time to add requests: 33707675500 nanoseconds;
    count: 2200000;
    average: 15321.67 nanoseconds per request/response
total time to note requests complete: 6776543732 nanoseconds;
    count: 2200000;
    average: 3080.25 nanoseconds per request/response

server timing for QOS algorithm: 18401.92 nanoseconds per request/response

Process finished with exit code 0
